,Effectiveness,HP_diff,Attack_diff,Defense_diff,Sp.Atk_diff,Sp.Def_diff,Speed_diff,F_Legendary,S_Legendary,First Won
38544,1.0,-30,10,5,0,0,25,0,0,1
38545,1.0,20,60,35,15,80,-15,0,0,0
38546,2.0,0,-25,25,65,80,30,0,0,1
38547,1.0,-40,-10,10,-115,-45,-90,0,1,0
38548,1.0,-23,-34,-33,26,10,20,0,0,1
38549,1.0,80,103,40,85,40,32,1,0,1
38550,1.0,18,17,5,12,10,-42,0,0,0
38551,1.0,-27,-10,-31,-45,-20,13,0,0,1
38552,0.5,-11,12,13,1,24,-56,0,0,0
38553,1.0,11,34,177,4,42,2,0,0,1
38554,1.0,-50,-59,-25,-12,-25,-39,0,0,0
38555,1.0,-25,-80,-35,45,50,5,0,0,1
38556,0.5,15,85,5,65,0,75,0,0,1
38557,1.0,17,44,82,8,10,34,0,0,1
38558,1.0,11,-15,-25,-13,-85,-46,0,0,0
38559,0.5,-25,-55,-35,-100,-70,-10,0,1,0
38560,1.0,15,41,-6,-39,55,44,0,0,1
38561,1.0,60,80,18,30,-2,15,0,0,1
38562,0.5,6,-19,27,31,47,-2,0,0,0
38563,1.0,25,15,100,-40,30,5,0,0,1
38564,0.0,-25,0,70,-5,65,-90,0,0,0
38565,1.0,-26,-31,4,-61,-11,-24,0,0,0
38566,2.0,20,16,28,1,71,-2,0,0,0
38567,1.0,29,-25,55,15,-5,0,0,0,0
38568,1.0,-25,-35,-65,-45,-65,-40,0,1,0
38569,0.5,-6,-22,18,5,25,-35,0,0,0
38570,0.5,15,-30,-1,-30,15,-29,0,1,0
38571,1.0,41,26,-5,52,15,21,1,0,1
38572,1.0,27,46,53,15,35,-23,0,0,0
38573,1.0,-10,-5,15,20,20,-29,0,0,0
38574,1.0,-36,-20,-10,-27,13,-21,0,0,0
38575,2.0,18,10,-5,-43,-65,-25,0,0,0
38576,1.0,35,83,82,-5,30,-30,0,0,0
38577,1.0,0,-50,-45,10,-5,50,0,0,1
38578,1.0,-9,-25,10,-10,-5,-51,0,0,0
38579,1.0,10,20,5,-25,10,10,0,0,1
38580,1.0,7,-31,10,4,35,-15,0,0,0
38581,0.5,15,-15,85,-15,-20,-60,0,0,0
38582,1.0,6,44,48,139,85,75,0,0,1
38583,1.0,-115,-60,5,30,5,55,0,0,0
38584,1.0,-30,-35,-30,-50,-25,5,0,0,1
38585,1.0,5,4,9,0,25,-20,0,0,0
38586,1.0,-6,-14,39,-44,4,-13,0,0,0
38587,1.0,40,-80,50,-70,130,-70,0,1,0
38588,2.0,27,28,27,26,37,16,0,0,1
38589,1.0,-35,-45,-25,45,-20,-15,0,0,0
38590,1.0,-6,-7,-15,-34,-15,-3,1,1,0
38591,1.0,-10,-13,25,-15,0,35,0,0,1
38592,1.0,-18,19,36,-18,36,-90,0,0,0
38593,0.5,26,20,16,65,39,38,0,0,1
38594,2.0,65,65,25,35,70,20,0,0,1
38595,1.0,5,-40,20,29,89,-20,0,0,0
38596,1.0,-36,-3,-31,17,-31,64,0,0,1
38597,0.5,-16,35,-29,-20,8,-63,0,1,0
38598,1.0,5,76,15,6,5,69,0,0,1
38599,0.0,-22,-30,-19,-55,-44,-25,0,0,0
38600,1.0,-5,-50,-70,-50,-75,0,0,0,0
38601,0.5,46,23,51,38,46,64,0,0,1
38602,1.0,-25,-45,20,-25,25,-35,0,0,0
38603,0.5,30,20,-30,-5,20,-25,0,0,0
38604,1.0,40,41,-5,16,-5,24,0,0,1
38605,1.0,-65,-70,-45,-90,-25,-20,0,1,0
38606,1.0,17,-27,-68,-4,-48,81,0,0,1
38607,1.0,-30,55,45,10,30,110,0,0,1
38608,0.5,-50,-102,-18,-42,-41,-29,0,0,0
38609,1.0,40,-25,5,40,65,10,0,0,1
38610,1.0,-19,-85,-40,-89,-24,-61,0,1,0
38611,2.0,-60,-110,-45,0,0,0,0,0,0
38612,1.0,200,-100,-74,0,-5,-26,0,0,0
38613,0.5,-12,99,-24,-16,-49,26,0,0,1
38614,0.5,-12,-69,-81,-59,-71,42,0,0,0
38615,2.0,-3,-40,-36,-40,-36,-90,0,0,0
38616,1.0,10,-14,-40,11,-35,9,0,0,1
38617,1.0,4,3,30,20,24,-12,0,0,0
38618,1.0,28,14,31,26,14,16,0,0,1
38619,1.0,-19,72,-20,-40,-10,67,0,0,1
38620,1.0,20,55,65,-36,-12,-17,0,0,0
38621,1.0,-10,0,-5,-45,-20,-30,0,0,0
38622,0.5,18,6,-14,-26,-16,11,0,0,1
38623,0.5,30,38,15,30,0,37,1,0,1
38624,1.0,39,16,-27,-6,-50,24,0,0,1
38625,1.0,60,-35,42,45,-15,-37,0,0,0
38626,0.5,10,-30,60,50,-15,0,0,0,0
38627,1.0,13,-30,-19,27,23,47,0,0,1
38628,1.0,20,12,27,5,15,-8,0,0,0
38629,1.0,45,80,50,120,120,50,1,0,1
38630,1.0,-13,20,-15,-55,-27,10,0,0,1
38631,2.0,5,0,-35,-70,-40,-25,0,0,0
38632,1.0,5,-28,5,-17,5,10,0,0,1
38633,0.5,-10,18,-13,20,-10,15,0,0,1
38634,0.5,-10,-18,17,15,5,31,0,0,1
38635,1.0,10,15,20,-13,20,70,0,0,1
38636,1.0,-10,35,-7,-50,50,32,0,0,1
38637,1.0,-91,-17,36,-25,26,-22,0,0,0
38638,1.0,5,-3,45,53,50,-10,0,0,0
38639,1.0,-4,32,10,-5,15,4,0,0,1
38640,1.0,10,-5,0,0,70,23,0,0,1
38641,1.0,-10,-30,-30,-5,-30,55,0,0,0
38642,2.0,8,-23,19,-78,-8,-57,0,0,0
38643,1.0,22,10,-47,-75,-47,-66,0,0,0
38644,1.0,-21,-31,-55,-70,-55,-45,0,1,0
38645,1.0,-166,81,83,76,-4,10,0,0,1
38646,1.0,30,19,50,75,50,43,0,0,1
38647,1.0,0,-35,-13,50,-70,-52,0,0,0
38648,0.5,5,20,-95,-10,-95,35,0,0,1
38649,1.0,-63,-48,106,-50,57,-38,0,0,0
38650,1.0,-60,15,61,75,56,-35,0,0,0
38651,1.0,5,19,-5,0,-5,-22,0,0,0
38652,1.0,15,8,8,8,-17,-9,0,0,0
38653,0.5,-40,15,25,-40,-65,-45,0,1,0
38654,1.0,40,10,33,8,60,-28,0,0,0
38655,1.0,-35,-55,-5,-95,-25,-25,0,1,0
38656,1.0,-20,-65,-80,-85,-35,3,0,1,1
38657,0.0,-1,36,-1,11,13,21,0,0,0
38658,1.0,-20,1,130,-9,-5,4,0,0,1
38659,1.0,20,-10,-5,-55,-5,-15,0,0,0
38660,1.0,58,20,66,40,51,0,0,0,0
38661,1.0,-15,-8,0,-10,0,-62,0,0,0
38662,1.0,-13,-27,112,-42,-3,22,0,0,1
38663,1.0,-4,-15,-4,-65,-14,4,0,1,1
38664,1.0,78,37,25,32,26,-27,0,0,0
38665,1.0,-25,-100,-95,50,-45,20,0,0,0
38666,1.0,-10,-10,37,18,25,29,0,0,1
38667,0.5,38,0,-20,100,43,93,0,0,1
38668,2.0,-20,-32,-28,-35,-40,-5,0,0,0
38669,1.0,6,22,-12,-53,-11,-29,0,0,0
38670,1.0,-21,-24,-31,-4,-26,-26,0,0,0
38671,1.0,26,37,53,8,2,28,0,0,1
38672,1.0,-13,-11,2,-21,14,15,0,0,1
38673,1.0,-80,-20,-50,15,-40,5,0,0,1
38674,1.0,15,20,0,20,20,-20,0,0,0
38675,1.0,15,-14,7,-20,7,8,0,0,1
38676,1.0,24,10,15,110,5,-14,1,0,0
38677,1.0,-31,19,26,-7,-10,21,0,0,1
38678,1.0,70,73,70,63,70,55,1,0,1
38679,1.0,-40,-35,-39,5,-27,27,0,0,1
38680,2.0,-13,-52,-25,51,-3,-88,0,0,0
38681,1.0,-29,-21,-17,-45,-19,-57,0,0,0
38682,2.0,-9,-41,-33,34,-19,50,0,0,1
38683,1.0,20,-8,-80,2,-70,15,0,0,1
38684,1.0,0,-50,-30,-85,-55,-45,0,1,0
38685,0.5,40,37,48,70,60,25,0,0,1
38686,1.0,-60,-20,-30,-35,-30,-35,0,0,0
38687,1.0,-15,-25,0,-40,-115,-20,0,1,0
38688,0.5,-6,13,33,-32,-30,-18,0,0,0
38689,0.5,-10,50,50,15,30,40,0,0,1
38690,1.0,-21,-62,-178,28,-39,67,0,0,1
38691,2.0,-30,-25,-43,5,-13,5,0,0,1
38692,0.5,35,70,50,-42,-33,-45,0,0,0
38693,1.0,50,-20,0,26,46,0,0,0,0
38694,1.0,65,20,20,80,30,-33,0,0,0
38695,2.0,24,40,-25,50,35,16,1,0,1
38696,1.0,-84,-43,-30,-55,-15,-33,0,0,0
38697,1.0,18,-16,62,35,71,-40,0,0,0
38698,1.0,55,29,51,80,45,35,0,0,1
38699,0.5,-25,-90,-50,-95,-35,-70,0,1,0
38700,0.5,-38,30,37,-58,-88,-10,0,0,0
38701,1.0,80,130,75,45,35,5,1,0,1
38702,2.0,20,80,120,-40,80,-45,0,0,1
38703,0.5,25,45,73,-15,13,20,0,0,1
38704,1.0,5,40,45,-5,25,-7,0,0,0
38705,1.0,25,27,23,5,-5,-10,0,0,0
38706,1.0,-39,35,0,40,0,49,0,0,1
38707,0.5,-30,-45,-38,20,-43,36,0,0,1
38708,1.0,-5,0,5,-10,-30,-50,0,0,0
38709,1.0,-6,-42,-11,13,5,-14,0,0,0
38710,0.5,45,7,-35,43,-15,60,0,0,1
38711,1.0,-2,105,20,-45,40,20,0,0,1
38712,2.0,-20,10,-10,15,-15,50,0,0,1
38713,1.0,1,-60,0,17,20,-71,0,1,0
38714,0.0,-5,-20,-42,-3,-20,36,0,0,0
38715,1.0,0,-22,-7,-5,10,-6,0,0,0
38716,1.0,35,55,1,-40,-54,25,0,0,1
38717,1.0,-48,28,30,-8,-20,32,0,0,1
38718,1.0,-71,-43,-13,-52,-12,16,0,0,1
38719,0.5,-25,-20,75,-10,75,-24,1,0,0
38720,1.0,-45,45,90,15,50,75,0,0,1
38721,1.0,25,30,-25,60,40,80,0,0,1
38722,1.0,34,21,-52,31,-7,13,0,0,1
38723,1.0,-2,-20,-64,25,-24,3,0,0,1
38724,1.0,-10,70,-25,45,40,-20,1,1,0
38725,1.0,-19,-16,35,14,35,-35,0,0,0
38726,1.0,1,-7,23,30,24,-26,0,0,0
38727,1.0,-15,-15,15,10,25,0,0,1,0
38728,1.0,39,16,54,-14,-36,-73,0,0,0
38729,0.5,60,70,50,5,30,-35,0,0,0
38730,0.5,0,0,0,0,0,0,0,0,0
38731,2.0,5,-20,20,-20,20,30,0,0,1
38732,0.5,-5,-35,-20,-35,-45,-70,0,0,0
38733,1.0,-5,5,52,-15,7,-37,0,0,0
38734,1.0,10,12,13,30,30,10,0,0,1
38735,0.5,-30,-50,-12,15,-7,-11,0,0,0
38736,2.0,-21,-39,24,-9,-26,-23,0,0,0
38737,2.0,5,5,-5,-65,-5,-5,0,0,0
38738,2.0,-6,14,38,53,26,13,0,0,1
38739,2.0,5,10,10,15,25,-45,0,0,0
38740,1.0,5,-20,20,0,35,20,0,0,1
38741,0.5,-17,25,25,30,25,35,0,0,1
38742,1.0,-15,-40,3,57,-5,1,0,0,1
38743,1.0,-40,-20,51,-13,33,-26,0,0,0
38744,1.0,28,9,3,44,20,50,0,0,0
38745,1.0,-19,-5,-2,-25,-59,-50,0,1,0
38746,2.0,30,65,-30,30,20,25,0,0,1
38747,1.0,22,40,25,30,35,8,0,0,1
38748,1.0,-30,-8,-15,-90,-45,23,0,0,1
38749,2.0,30,24,-40,1,-40,19,0,0,1
38750,0.5,10,30,-175,30,-175,55,0,0,1
38751,0.5,-30,-82,-37,-82,-37,-14,0,1,0
38752,1.0,-26,-40,21,-36,26,-60,0,0,0
38753,1.0,7,15,12,18,24,-2,0,0,0
38754,0.5,-10,-10,18,2,-15,-14,0,0,0
38755,1.0,54,60,40,48,18,-30,0,0,0
38756,1.0,-20,0,-20,-20,-20,0,0,0,0
38757,1.0,-46,-5,-55,-12,40,76,0,0,1
38758,0.5,-33,-27,-10,-38,-40,12,0,0,1
38759,0.5,80,100,-25,-20,-5,45,0,0,1
38760,1.0,-15,-8,52,58,32,1,0,0,1
38761,0.5,10,0,-15,25,-30,-40,0,0,0
38762,1.0,15,15,90,30,50,35,0,0,1
38763,1.0,35,-15,-60,-60,-15,-95,0,0,0
38764,1.0,-21,-26,5,-36,0,-47,0,0,0
38765,1.0,-20,9,-5,-25,-30,-19,0,0,0
38766,1.0,10,22,70,87,0,18,0,0,1
38767,0.5,-40,-50,30,-45,-5,-60,0,1,0
38768,1.0,40,63,25,17,25,5,0,0,1
38769,2.0,10,0,15,75,55,50,0,0,1
38770,1.0,-47,20,-5,-25,-35,-10,0,0,0
38771,1.0,-45,-52,-77,61,61,58,0,0,0
38772,1.0,15,50,50,5,0,-25,0,0,0
38773,1.0,0,39,11,0,-10,55,0,0,1
38774,1.0,10,21,-30,-26,-30,0,0,0,0
38775,1.0,25,50,35,-5,15,30,0,0,1
38776,1.0,-6,35,30,43,20,66,0,0,1
38777,1.0,34,55,32,25,32,-19,0,0,0
38778,1.0,55,60,15,-13,-5,30,0,0,1
38779,1.0,-42,-30,-55,-55,-60,-58,0,0,0
38780,1.0,-17,-17,-33,-39,-39,-6,0,0,0
38781,1.0,115,40,50,70,30,-30,1,0,0
38782,2.0,-9,-30,-14,-20,6,-13,1,1,0
38783,1.0,-11,-4,-45,-86,-35,-19,0,0,0
38784,1.0,-42,-14,-12,-49,-74,-20,0,0,0
38785,1.0,81,25,-1,35,-1,65,0,0,1
38786,2.0,20,30,-22,20,-22,55,0,0,1
38787,1.0,-40,-50,-10,-60,20,-90,0,0,0
38788,1.0,-20,20,-40,16,-23,27,0,0,1
38789,1.0,20,25,6,16,12,27,0,0,1
38790,0.5,35,35,-120,25,15,70,1,0,1
38791,1.0,48,45,26,20,16,25,0,0,1
38792,1.0,-25,-85,-5,-55,10,-50,0,0,0
38793,0.5,8,11,-21,-39,-46,77,0,0,1
38794,1.0,141,-33,-12,-11,3,-18,0,0,0
38795,1.0,-32,-42,58,20,20,-46,0,0,0
38796,1.0,-20,-5,-20,-10,-20,10,0,0,1
38797,1.0,80,15,55,-5,35,-30,1,0,0
38798,1.0,13,-5,-50,5,10,47,0,0,1
38799,1.0,-6,14,5,-13,25,10,0,0,1
38800,1.0,12,25,20,8,-38,-10,0,0,0
38801,1.0,5,10,-20,-40,-25,-50,0,0,0
38802,1.0,15,25,80,-20,70,-15,1,0,0
38803,0.5,0,0,5,-45,-15,-70,0,0,0
38804,1.0,-5,25,80,55,50,10,0,0,1
38805,1.0,40,-15,25,10,25,-40,0,0,0
38806,0.5,-5,-55,35,45,-40,-45,0,0,0
38807,1.0,43,-25,21,21,25,25,1,0,1
38808,2.0,28,12,-82,18,-28,-3,0,1,0
38809,1.0,33,45,0,85,50,60,0,0,1
38810,2.0,60,35,50,-10,40,60,0,0,1
38811,0.5,7,42,43,42,43,18,0,0,1
38812,0.5,-52,-29,-40,-20,-30,-5,0,0,0
38813,1.0,-3,40,34,5,19,41,0,0,1
38814,1.0,-23,-62,-22,-2,-22,12,0,0,1
38815,1.0,-10,45,75,10,30,-75,0,0,0
38816,0.5,5,24,60,14,-5,-13,0,0,0
38817,1.0,8,-19,-17,-21,1,-47,0,0,0
38818,2.0,-8,6,-8,-30,-15,-40,0,0,0
38819,1.0,11,-18,-33,32,30,18,0,0,1
38820,1.0,-25,-30,-40,-30,-45,45,0,0,1
38821,1.0,-29,9,-30,-48,-30,-12,1,1,0
38822,1.0,0,-20,45,-10,0,-5,0,0,0
38823,0.5,25,10,35,-40,-25,-50,0,0,0
38824,1.0,-30,-35,-20,30,15,40,0,0,0
38825,2.0,-19,-10,-43,-28,-45,-15,0,0,0
38826,0.5,0,2,-3,-16,-11,-10,0,0,0
38827,1.0,-5,114,-24,136,-36,65,1,0,1
38828,1.0,70,35,55,0,40,-20,0,0,0
38829,2.0,5,-50,30,90,-5,-105,0,0,1
38830,0.5,-45,-78,8,50,25,-35,0,0,0
38831,1.0,-6,28,66,-4,6,-17,0,0,0
38832,1.0,11,0,-46,111,9,110,0,0,1
38833,1.0,38,-57,7,-44,1,-31,0,0,0
38834,1.0,-66,-53,-18,-37,-17,6,0,0,1
38835,1.0,5,5,140,-15,40,-65,1,0,0
38836,1.0,-16,0,-25,15,-30,-95,0,0,0
38837,1.0,54,-4,44,21,59,-8,0,0,0
38838,1.0,28,7,8,29,63,-41,0,0,0
38839,0.5,30,103,100,53,30,-18,1,0,0
38840,0.5,20,20,6,16,22,7,0,0,1
38841,1.0,40,60,50,0,15,-35,0,0,0
38842,2.0,-18,-54,-28,-99,-45,-50,0,0,0
38843,1.0,42,51,41,56,30,36,0,0,1
38844,1.0,-5,13,-20,23,0,0,0,0,0
38845,1.0,13,12,23,5,23,-29,0,0,0
38846,2.0,-40,-45,-10,45,-10,-20,0,0,0
38847,1.0,-45,10,30,-90,-20,55,0,0,1
38848,1.0,-5,10,-30,-57,-30,-98,0,0,0
38849,1.0,-20,-20,-40,-70,-80,-35,0,1,0
38850,2.0,5,65,-15,-35,15,-15,0,0,0
38851,1.0,-10,-55,-80,-45,-50,-40,0,0,0
38852,1.0,-25,15,-40,-50,-110,15,0,0,1
38853,2.0,25,57,40,5,-15,3,0,0,1
38854,0.5,0,13,-18,-10,-10,65,0,0,1
38855,0.5,-51,-87,-86,-62,-46,-59,0,0,0
38856,0.5,20,50,24,-45,15,51,0,0,1
38857,1.0,-43,-46,56,29,51,-55,0,0,0
38858,2.0,-10,-97,-92,-4,-24,42,0,0,0
38859,1.0,0,-10,-20,5,-30,0,0,0,0
38860,1.0,-10,-70,-50,-15,-30,10,0,0,1
38861,1.0,-7,10,-4,-85,-44,0,0,0,0
38862,1.0,-9,2,0,-18,10,-6,0,0,0
38863,1.0,-5,-17,-114,66,104,52,0,0,1
38864,0.5,-6,10,-30,10,-54,-10,0,1,0
38865,1.0,-57,-40,-75,-35,-25,20,0,0,1
38866,2.0,-30,0,5,45,35,25,0,0,1
38867,2.0,-29,-60,-20,-30,-5,-61,0,1,0
38868,2.0,0,-75,15,-100,-50,-75,0,0,0
38869,1.0,-12,-25,-10,-5,-10,2,0,0,1
38870,1.0,-20,6,-15,-25,-15,22,0,0,1
38871,1.0,-15,-10,50,35,10,15,0,0,1
38872,1.0,5,5,-5,5,5,25,0,0,1
38873,1.0,-30,-77,-30,60,-10,-62,0,0,0
38874,1.0,-56,-35,-66,-23,-33,-35,0,1,1
38875,0.5,-2,57,-6,61,3,56,0,0,1
38876,1.0,5,51,7,-19,-21,-34,0,0,0
38877,2.0,15,-25,-40,20,-20,35,0,0,1
38878,0.5,34,45,-40,55,15,15,0,0,1
38879,1.0,30,15,-39,20,37,21,0,0,1
38880,0.5,-5,-20,15,-60,-5,30,0,0,1
38881,2.0,28,-20,-57,27,39,55,0,0,0
38882,1.0,81,120,9,96,4,85,1,0,1
38883,1.0,10,15,20,70,55,55,0,0,1
38884,1.0,65,20,20,80,30,-33,0,0,0
38885,1.0,0,5,-12,25,15,-5,0,0,0
38886,1.0,-2,-50,60,15,20,-70,0,0,1
38887,2.0,-21,43,-30,-14,-30,-53,0,0,0
38888,1.0,19,38,17,60,45,43,0,0,1
38889,2.0,-25,-60,-40,7,-12,-35,0,0,0
38890,0.5,-1,-7,-24,-19,-12,-53,0,0,0
38891,2.0,-40,-40,-6,-75,-46,-63,0,0,0
38892,0.5,0,-38,-65,-8,-25,-50,0,0,0
38893,0.5,-8,-10,-54,-20,-2,-7,0,1,0
38894,1.0,60,55,155,25,15,-45,0,0,1
38895,0.5,-11,3,60,45,55,-2,0,0,0
38896,1.0,-50,-35,-45,-20,5,25,0,0,0
38897,1.0,63,90,35,40,10,52,0,0,0
38898,1.0,-20,-82,-57,-7,-57,44,0,0,0
38899,2.0,-44,-13,-10,-80,-110,-23,0,0,0
38900,1.0,0,-123,-85,-62,-12,-98,0,0,0
38901,1.0,-10,50,20,-15,-70,-25,0,0,0
38902,0.5,-27,22,-11,-14,-2,-24,0,0,0
38903,0.5,-5,-17,-35,-38,-55,-45,0,0,0
38904,1.0,2,49,0,-51,-25,-15,0,0,0
38905,1.0,16,-2,8,-28,-13,-61,0,0,0
38906,1.0,-29,-10,-20,-20,-15,4,0,0,1
38907,1.0,-20,-35,35,-45,5,-60,0,0,0
38908,0.5,-20,35,20,-15,-10,-45,0,0,0
38909,1.0,-45,15,55,65,50,70,0,0,1
38910,1.0,-31,-49,-10,-61,-25,-4,0,0,0
38911,1.0,140,13,3,8,33,3,0,0,1
38912,1.0,40,45,60,10,40,75,0,0,1
38913,1.0,18,15,3,15,38,3,0,0,1
38914,2.0,-32,-49,-9,4,9,46,0,0,1
38915,1.0,20,35,24,-5,34,10,0,0,1
38916,1.0,-50,-83,-65,35,-25,-2,0,0,0
38917,2.0,20,27,-25,0,-15,44,0,0,1
38918,1.0,7,30,5,30,10,-6,0,0,0
38919,0.5,-10,-43,-95,17,15,66,0,0,1
38920,0.5,-20,-65,0,20,-20,-5,0,0,0
38921,1.0,35,35,5,-35,-45,0,0,0,0
38922,2.0,-29,-35,-15,-15,25,40,0,0,1
38923,1.0,-24,-58,-15,-43,-10,-51,0,0,0
38924,0.5,0,10,29,-70,4,-23,0,0,0
38925,1.0,-20,-5,-15,-15,-25,-85,0,0,0
38926,1.0,5,-15,-10,29,15,-8,0,0,0
38927,1.0,-10,-30,6,-5,21,5,0,0,1
38928,0.5,-44,9,6,16,24,12,0,0,1
38929,1.0,-5,-20,-110,55,-100,-30,0,0,0
38930,2.0,-39,-10,-55,-50,-50,60,0,0,1
38931,1.0,16,65,25,-5,5,85,0,0,1
38932,1.0,30,-7,-13,-62,-78,-10,0,0,0
38933,1.0,57,34,40,-21,40,40,0,0,1
38934,0.5,60,5,-10,23,17,-20,0,0,0
38935,1.0,80,55,41,50,21,45,1,0,1
38936,2.0,0,50,20,40,20,50,1,0,1
38937,2.0,45,75,-35,-30,20,20,0,0,1
38938,0.5,-11,-52,-15,-5,-15,-12,0,0,0
38939,1.0,65,151,55,151,55,79,1,0,1
38940,1.0,2,28,5,10,20,10,0,0,1
38941,1.0,12,2,10,14,10,69,0,0,1
38942,1.0,-13,-48,-38,-114,-72,-67,0,1,0
38943,1.0,-1,-17,48,18,-30,-93,0,0,0
38944,0.5,-21,-32,-40,-74,-40,-83,0,0,0
38945,2.0,13,-5,5,-2,11,4,0,0,1
38946,0.5,30,-50,-60,-19,11,-5,0,0,0
38947,1.0,-10,-15,55,-75,-15,-10,0,0,0
38948,1.0,31,37,56,14,16,71,0,0,1
38949,1.0,20,15,60,17,73,-21,0,0,0
38950,2.0,10,20,20,70,40,0,1,0,0
38951,0.5,60,-5,5,40,35,15,0,0,1
38952,1.0,-14,17,38,17,38,99,1,0,1
38953,1.0,-10,-10,-55,-35,10,85,0,0,1
38954,1.0,5,52,4,27,9,17,1,0,1
38955,1.0,-20,-40,-73,-82,-70,-5,0,0,0
38956,2.0,11,-47,-9,-43,-23,-59,0,0,0
38957,2.0,-25,-19,15,11,-50,-1,0,0,0
38958,1.0,-17,-65,12,-25,22,-62,0,0,0
38959,1.0,-9,19,0,15,15,0,0,0,0
38960,1.0,57,95,38,30,59,21,0,0,1
38961,2.0,10,55,10,25,5,50,0,0,1
38962,1.0,-58,-27,-30,26,-33,39,0,0,1
38963,1.0,28,54,1,64,38,9,0,0,1
38964,0.0,-15,-40,-45,0,5,-5,0,1,0
38965,1.0,0,-5,60,-10,-30,10,0,0,1
38966,1.0,-35,-44,12,-37,-25,23,0,0,1
38967,1.0,55,-50,-60,-15,-55,-10,0,0,0
38968,0.5,-5,25,-5,-55,-50,-45,0,0,0
38969,2.0,-3,-35,-30,15,20,35,0,0,1
38970,1.0,20,23,90,30,40,-20,0,0,0
38971,1.0,9,-30,-30,0,-30,-17,0,0,0
38972,1.0,15,-75,-41,30,-31,-15,0,0,1
38973,1.0,-41,-60,-51,-65,-51,-57,0,1,0
38974,1.0,42,55,40,75,40,48,0,0,1
38975,1.0,35,0,25,25,40,25,0,0,1
38976,1.0,-15,0,-20,35,15,15,0,0,1
38977,1.0,-50,-45,-55,-110,-75,-30,0,1,0
38978,1.0,65,-97,-32,-97,-32,-62,0,1,0
38979,1.0,-25,-20,3,-35,-57,-60,0,0,0
38980,2.0,-34,-105,-4,-48,-4,-85,0,1,0
38981,1.0,13,36,76,28,10,-33,0,0,0
38982,1.0,-10,-6,-2,-13,-4,-26,0,0,0
38983,2.0,-26,-56,-28,-58,-30,-48,0,0,0
38984,0.5,-20,-65,-85,50,-15,15,0,0,1
38985,1.0,7,25,30,35,30,46,0,0,1
38986,1.0,-36,7,-18,-27,-32,26,0,0,1
38987,1.0,55,95,110,95,40,25,1,0,1
38988,0.5,60,50,55,30,55,30,1,0,1
38989,2.0,10,-35,-50,10,30,60,0,0,1
38990,1.0,-4,69,-15,40,-30,15,0,0,1
38991,1.0,25,5,-5,80,60,39,0,0,1
38992,0.5,25,-20,-45,65,-10,0,0,0,0
38993,1.0,26,-16,30,56,145,4,1,0,1
38994,2.0,-9,-130,17,-130,17,-84,0,1,1
38995,1.0,0,40,-28,-70,3,-10,0,0,0
38996,1.0,0,20,51,60,-10,39,0,0,1
38997,1.0,-20,-60,-10,-15,5,-15,0,0,0
38998,2.0,22,20,15,-25,0,-5,0,0,0
38999,1.0,5,-55,5,10,5,-45,0,0,1
39000,2.0,10,15,55,50,75,45,1,0,1
39001,1.0,-20,30,10,10,-20,20,1,1,1
39002,2.0,-50,20,-47,-65,10,-13,0,1,0
39003,1.0,20,50,40,20,30,20,0,0,1
39004,1.0,5,25,40,30,10,-5,0,0,0
39005,1.0,75,-42,3,27,32,-6,0,0,0
39006,0.0,-16,-14,10,-21,-35,-61,0,0,0
39007,1.0,0,8,-3,-35,-22,18,0,0,1
39008,1.0,30,124,55,15,50,45,0,0,1
39009,1.0,-23,-55,-15,40,20,-25,0,0,0
39010,2.0,-25,-52,-67,1,-14,-5,0,0,0
39011,1.0,55,130,115,35,35,-5,1,0,0
39012,1.0,15,75,29,15,75,-9,0,0,0
39013,1.0,-70,-12,23,-83,-103,-50,0,0,0
39014,1.0,-18,9,-9,-21,-2,15,0,0,1
39015,1.0,40,-23,-12,73,59,-22,0,0,0
39016,1.0,75,-27,-139,46,-1,32,0,0,1
39017,1.0,-5,85,39,5,65,36,0,0,1
39018,2.0,5,-21,0,10,0,-37,0,0,0
39019,2.0,43,47,-85,44,18,48,0,0,1
39020,1.0,20,15,-5,-25,-5,-46,0,0,0
39021,2.0,-70,-65,-45,-75,-25,15,0,0,1
39022,1.0,12,-25,-10,35,20,-5,0,0,0
39023,1.0,10,13,-6,4,16,63,0,0,1
39024,1.0,29,-1,11,34,16,59,0,0,1
39025,1.0,48,47,58,-62,-3,-63,0,0,0
39026,1.0,-11,-36,-4,-1,11,-59,0,0,0
39027,0.5,-10,-28,5,10,65,40,0,0,0
39028,1.0,40,12,60,48,60,20,0,0,1
39029,1.0,70,70,58,70,58,30,0,0,1
39030,1.0,-15,-10,50,45,85,40,0,0,1
39031,0.5,-86,-12,9,-12,9,1,0,0,1
39032,1.0,20,42,-5,-15,0,-72,0,0,0
39033,1.0,-35,-55,-62,-65,-67,-18,0,1,0
39034,1.0,190,-57,-75,-28,25,-10,0,0,0
39035,1.0,33,30,25,20,20,41,0,0,1
39036,0.5,10,-12,-67,38,-2,6,0,0,1
39037,0.5,-18,-25,-38,-1,-36,-1,0,1,0
39038,1.0,14,-99,-27,-99,-27,-122,0,1,0
39039,1.0,-16,-12,-10,-10,-11,-37,0,0,0
39040,1.0,-65,-5,-30,-100,-40,25,0,0,1
39041,1.0,-5,-12,-10,-40,-45,-33,0,0,0
39042,1.0,-10,-20,-70,-40,-105,-25,0,1,0
